layer,index,singular_value
8,36,24.27890708539725
8,37,23.279547477609768
8,38,23.09285812275043
8,39,21.68917607177841
8,40,21.381199154310362
8,41,21.280397945657292
8,42,20.975830437404273
8,43,20.389159428525232
8,44,20.04525781507903
8,45,19.71106083706368
8,46,19.60308493510271
8,47,18.72800489454664
8,48,18.48726458639932
8,49,18.083663577296463
8,50,17.72273251134349
8,51,17.46190669733
8,52,16.94369267116037
8,53,16.551080109514785
8,54,16.415052396586983
8,55,15.820068285192484
8,56,15.638809439652231
8,57,15.463927905699022
8,58,15.19233928676769
8,59,15.127256528755701
8,60,14.823292358404355
8,61,14.604377367288935
8,62,14.230633293375375
8,63,13.881657944108657
8,64,13.661377233604297
8,65,13.142342654115946
8,66,13.076432802292043
8,67,12.947331716245138
8,68,12.690030284676254
8,69,12.26223079580016
8,70,12.070348342782633
8,71,11.743832076326026
8,72,11.56181493136635
8,73,11.382876521057671
8,74,11.176695427871335
8,75,10.989570777996267
8,76,10.894455872151653
8,77,10.795380705915463
8,78,10.394183053623719
8,79,10.132862452232983
8,80,9.788274507311279
8,81,9.380951850392279
8,82,9.11635734650101
8,83,8.86147020655617
8,84,8.423869317198196
8,85,8.037810950047172
8,86,7.949471828590356
8,87,7.6026381908670855
8,88,7.435388149698768
8,89,7.2392561493017
8,90,6.789274025008776
8,91,6.453678588467848
8,92,5.828640811611738
8,93,5.362587771256873
8,94,5.217619351626301
8,95,5.179919514184992
8,96,4.107636490619192
8,97,3.7607593350481117
8,98,3.3747996104737896
8,99,2.974729898459481
8,100,2.057038646042753
8,101,2.0340582137539216
8,102,1.9139797660455091
8,103,1.7537883219871229
8,104,1.694406097388318
8,105,1.433052711634635
8,106,1.395033686374426
8,107,1.373294331477508
8,108,1.3018114102434746
8,109,1.1838114741102879
8,110,1.1597896705281452
8,111,0.8852845945533224
8,112,0.8826735330754462
8,113,0.801295289444609
8,114,0.6727490506521625
8,115,0.4216186128272913
8,116,0.4181323405918297
8,117,0.41679200376286196
8,118,0.3798127207155862
8,119,0.3640274290500764
8,120,0.3591355024342741
8,121,0.19221616740929787
8,122,0.13250482679260867
8,123,0.0
8,124,0.0
8,125,0.0
8,126,0.0
8,127,0.0
8,128,0.0
